loop-location,loop-absolute-size,loop-iterator-size,loop-payload-fraction,loop-proper-sccs-number,loop-proper-sccs-ddg-number,loop-proper-sccs-mdg-number,loop-critical-payload-fraction,loop-depth,loop-inner-loop-num,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,iterator-total-dependencies-number,iterator-true-dependencies-number,iterator-anti-dependencies-number,iterator-output-dependencies-number,iterator-cross-dependencies-number,iterator-conf-dependencies-number,iterator-reg-dependencies-number,iterator-mem-dependencies-number,iterator-cntl-dependencies-number,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,payload-conf-dependencies-number,payload-reg-dependencies-number,payload-mem-dependencies-number,payload-cntl-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,critical-payload-conf-dependencies-number,critical-payload-reg-dependencies-number,critical-payload-mem-dependencies-number,critical-payload-cntl-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-mem-read-count,iterator-mem-read-fraction,iterator-call-count,iterator-call-fraction,iterator-branch-count,iterator-branch-fraction,iterator-getelemptr-count,iterator-getelemptr-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-mem-read-count,payload-mem-read-fraction,payload-call-count,payload-call-fraction,payload-branch-count,payload-branch-fraction,payload-getelemptr-count,payload-getelemptr-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-mem-read-count,critical-payload-mem-read-fraction,critical-payload-call-count,critical-payload-call-fraction,critical-payload-branch-count,critical-payload-branch-fraction,critical-payload-getelemptr-count,critical-payload-getelemptr-fraction
benchmarks/snu-npb/nauseous/UA/src/setup.c(287),53,14,0.7358,0,0,0,0,2,1,0.4068,0.07627,0.05932,0,0,0,33,12,2,2,0,0,8,8,17,37,34,1,2,0,0,32,5,0,0,0,0,0,0,0,0,0,0,2,0.1429,6,0.4286,0,0,2,0.1429,0,0,2,0.05128,11,0.2821,0,0,5,0.1282,9,0.2308,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(288),43,6,0.8605,0,0,0,0,3,0,0.4545,0.03409,0.03409,0,0,0,13,6,0,1,0,0,4,3,6,35,34,0,1,0,0,34,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.02703,13,0.3514,0,0,2,0.05405,9,0.2432,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(325),484,4,0.9917,2,0,0,0.3875,1,13,0.005584,0.0005076,0.0005076,0.3325,0.1844,0.1629,7,3,0,0,0,0,3,0,4,1952,607,485,351,0,0,365,1078,509,886,269,295,116,0,0,103,577,577,0,0,2,0.5,0,0,1,0.25,0,0,48,0.1,114,0.2375,0,0,67,0.1396,138,0.2875,24,0.129,80,0.4301,0,0,18,0.25,26,0.1398
benchmarks/snu-npb/nauseous/UA/src/setup.c(326),473,169,0.6427,0,0,0,0,2,12,0.3454,0.1856,0.1719,0,0,0,824,261,245,113,0,0,103,516,205,421,239,25,157,0,0,234,187,0,0,0,0,0,0,0,0,0,0,22,0.1302,65,0.3846,0,0,18,0.1065,26,0.1538,24,0.07895,48,0.1579,0,0,46,0.1513,112,0.3684,0,0,0,0,0,0,0,0.1065,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(329),36,3,0.9167,1,0,0,0.2424,3,1,0.141,0.01282,0.01282,0.3226,0.01613,0,5,2,0,0,0,0,2,0,3,62,28,3,5,0,0,23,13,26,20,9,1,3,0,0,4,9,9,0,0,1,0.3333,0,0,1,0.3333,0,0,4,0.1212,8,0.2424,0,0,6,0.1818,7,0.2121,2,0.25,3,0.375,0,0,1,0.3333,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(336),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(344),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(356),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(359),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(351),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(371),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(374),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(367),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(380),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(385),26,6,0.7692,0,0,0,0,3,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(330),26,6,0.7692,0,0,0,0,4,0,0.4038,0.01923,0.01923,0,0,0,13,6,0,1,0,0,4,3,6,18,17,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,1,0.05,5,0.25,0,0,2,0.1,7,0.35,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(315),32,16,0.5,0,0,0,0,1,1,0.2754,0.04348,0.01449,0,0,0,41,15,3,4,0,0,9,13,19,9,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0.1875,7,0.4375,0,0,2,0.125,0,0,2,0.125,3,0.1875,2,0.125,5,0.3125,6,0.375,0,0,0,0,0,0,0,0.125,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(317),14,7,0.5,0,0,0,0,2,0,0.2963,0.03704,0,0,0,0,15,6,1,1,0,0,4,4,7,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,1,0.1429,2,0.2857,1,0.1429,2,0.2857,2,0.2857,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/UA/src/setup.c(310),31,7,0.7742,0,0,0,0,1,0,0.4219,0.04688,0.04688,0,0,0,15,7,0,1,0,0,5,3,7,22,21,0,1,0,0,21,1,0,0,0,0,0,0,0,0,0,0,1,0.1429,3,0.4286,0,0,1,0.1429,0,0,2,0.08333,7,0.2917,1,0.04167,2,0.08333,5,0.2083,0,0,0,0,0,0,0,0.1429,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(48),1251,1130,0.09672,0,0,0,0,1,32,0.01342,0.006074,0.005892,0,0,0,16229,2548,1646,847,0,9959,971,14029,1229,13,4,2,7,0,0,4,9,0,0,0,0,0,0,0,0,0,0,117,0.1035,391,0.346,0,0,39,0.03451,275,0.2434,7,0.05785,2,0.01653,1,0.008264,110,0.9091,1,0.008264,0,0,0,0,0,0,0,0.03451,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(49),1240,1119,0.09758,0,0,0,0,2,31,0.01873,0.01128,0.01097,0,0,0,15910,2480,1585,842,0,9788,963,13732,1215,16,5,2,9,0,0,5,11,0,0,0,0,0,0,0,0,0,0,113,0.101,388,0.3467,0,0,38,0.03396,275,0.2458,9,0.07438,2,0.01653,1,0.008264,107,0.8843,1,0.008264,0,0,0,0,0,0,0,0.03396,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(154),58,3,0.9483,1,0,0,0.9091,3,1,0.07742,0.0129,0.0129,0.01449,0,0,5,2,0,0,0,0,2,0,3,138,51,5,7,0,27,43,47,48,136,51,5,7,0,27,43,47,47,0,0,1,0.3333,0,0,1,0.3333,0,0,6,0.1091,18,0.3273,0,0,6,0.1091,12,0.2182,6,0.12,18,0.36,0,0,1,0.3333,12,0.24
benchmarks/snu-npb/nauseous/UA/src/transfer.c(178),44,42,0.04545,0,0,0,0,3,0,0.01802,0,0,0,0,0,109,42,1,4,0,20,37,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.09524,15,0.3571,0,0,1,0.02381,12,0.2857,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02381,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(166),85,61,0.2824,0,0,0,0,3,2,0.2278,0.1266,0.1224,0,0,0,164,57,5,4,0,31,53,44,67,19,12,2,5,0,0,12,7,0,0,0,0,0,0,0,0,0,0,4,0.06557,23,0.377,0,0,3,0.04918,12,0.1967,4,0.1667,4,0.1667,0,0,8,0.3333,4,0.1667,0,0,0,0,0,0,0,0.04918,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(199),44,42,0.04545,0,0,0,0,3,0,0.01802,0,0,0,0,0,109,43,0,4,0,20,37,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.09524,15,0.3571,0,0,1,0.02381,12,0.2857,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02381,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(187),85,60,0.2941,1,0,0,0.12,3,2,0.2363,0.1308,0.1308,0.1,0.1,0.1,161,58,3,4,0,30,53,42,66,20,15,0,5,0,0,13,7,0,4,3,0,1,0,0,2,2,2,4,0.06667,22,0.3667,0,0,3,0.05,12,0.2,4,0.16,5,0.2,0,0,8,0.32,4,0.16,1,0.3333,1,0.3333,0,0,0,0.05,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(220),44,42,0.04545,0,0,0,0,3,0,0.01802,0,0,0,0,0,109,43,0,4,0,20,37,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.09524,15,0.3571,0,0,1,0.02381,12,0.2857,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02381,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(208),85,77,0.09412,0,0,0,0,3,2,0.03376,0,0,0,0,0,229,72,17,10,0,47,66,80,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.1039,27,0.3506,0,0,3,0.03896,16,0.2078,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.03896,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(240),44,28,0.3636,0,0,0,0,3,0,0.2162,0.07207,0.07207,0,0,0,73,26,2,3,0,14,24,21,28,14,13,0,1,0,0,13,1,0,0,0,0,0,0,0,0,0,0,3,0.1071,11,0.3929,0,0,1,0.03571,6,0.2143,1,0.0625,4,0.25,0,0,2,0.125,6,0.375,0,0,0,0,0,0,0,0.03571,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(229),85,62,0.2706,0,0,0,0,3,2,0.211,0.1139,0.1097,0,0,0,172,58,7,5,0,34,53,51,68,15,12,0,3,0,0,12,3,0,0,0,0,0,0,0,0,0,0,5,0.08065,23,0.371,0,0,3,0.04839,12,0.1935,3,0.1304,4,0.1739,0,0,8,0.3478,4,0.1739,0,0,0,0,0,0,0,0.04839,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(82),162,4,0.9753,5,0,0,0.3038,3,4,0.02837,0.002364,0.002364,0.4059,0.1411,0.1139,7,3,0,0,0,0,3,0,4,404,161,34,23,0,26,125,119,160,116,39,15,12,0,5,26,45,45,0,0,2,0.5,0,0,1,0.25,0,0,15,0.09494,51,0.3228,0,0,18,0.1139,31,0.1962,9,0.1875,23,0.4792,0,0,4,0.25,2,0.04167
benchmarks/snu-npb/nauseous/UA/src/transfer.c(107),265,242,0.08679,0,0,0,0,3,7,0.01709,0,0,0,0,0,1323,312,148,74,0,526,208,852,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0.1074,87,0.3595,0,0,8,0.03306,46,0.1901,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0.03306,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(155),48,46,0.04167,0,0,0,0,4,0,0.01653,0,0,0,0,0,119,45,2,4,0,22,41,32,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08696,17,0.3696,0,0,1,0.02174,12,0.2609,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02174,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(168),63,43,0.3175,0,0,0,0,4,1,0.1786,0.05952,0.05357,0,0,0,123,42,5,5,0,25,36,41,46,15,14,0,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,4,0.09302,17,0.3953,0,0,2,0.04651,6,0.1395,1,0.05,4,0.2,0,0,5,0.25,6,0.3,0,0,0,0,0,0,0,0.04651,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(189),63,58,0.07937,0,0,0,0,4,1,0.02976,0,0,0,0,0,163,61,3,6,0,32,51,51,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.08621,21,0.3621,0,0,2,0.03448,12,0.2069,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.03448,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(210),63,42,0.3333,0,0,0,0,4,1,0.1964,0.07143,0.07143,0,0,0,119,38,7,5,0,24,36,38,45,16,15,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,4,0.09524,16,0.381,0,0,2,0.04762,6,0.1429,1,0.04762,5,0.2381,0,0,5,0.2381,6,0.2857,0,0,0,0,0,0,0,0.04762,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(231),63,58,0.07937,0,0,0,0,4,1,0.02976,0,0,0,0,0,163,56,8,6,0,32,51,51,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.08621,21,0.3621,0,0,2,0.03448,12,0.2069,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.03448,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(83),151,90,0.404,0,0,0,0,4,3,0.2234,0.06494,0.04156,0,0,0,248,88,27,16,0,18,67,82,99,51,47,0,4,0,0,47,4,0,0,0,0,0,0,0,0,0,0,10,0.1111,38,0.4222,0,0,4,0.04444,15,0.1667,3,0.04918,12,0.1967,0,0,11,0.1803,16,0.2623,0,0,0,0,0,0,0,0.04444,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(114),66,61,0.07576,0,0,0,0,4,1,0.0289,0,0,0,0,0,168,59,9,6,0,30,54,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.08197,22,0.3607,0,0,2,0.03279,12,0.1967,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.03279,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(123),116,108,0.06897,0,0,0,0,4,2,0.02078,0,0,0,0,0,377,118,17,15,0,113,95,168,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.09259,40,0.3704,0,0,3,0.02778,22,0.2037,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.02778,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(142),66,61,0.07576,0,0,0,0,4,1,0.0289,0,0,0,0,0,168,64,4,6,0,30,54,50,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.08197,22,0.3607,0,0,2,0.03279,12,0.1967,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0.03279,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(169),53,51,0.03774,0,0,0,0,5,0,0.01515,0,0,0,0,0,130,52,0,3,0,24,47,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05882,19,0.3725,0,0,1,0.01961,12,0.2353,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.01961,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(190),53,3,0.9434,1,0,0,0.26,5,0,0.3939,0.01515,0.01515,0.2667,0.2667,0.2,5,2,0,0,0,0,2,0,3,75,47,2,3,0,23,45,30,0,25,12,0,3,0,10,10,15,15,0,0,1,0.3333,0,0,1,0.3333,0,0,3,0.06,18,0.36,0,0,2,0.04,12,0.24,3,0.2308,4,0.3077,0,0,0,0.3333,1,0.07692
benchmarks/snu-npb/nauseous/UA/src/transfer.c(211),53,3,0.9434,1,0,0,0.34,5,0,0.3939,0.01515,0.01515,0.28,0.28,0.2,5,2,0,0,0,0,2,0,3,75,48,1,3,0,23,45,30,0,29,17,0,3,0,9,14,15,15,0,0,1,0.3333,0,0,1,0.3333,0,0,3,0.06,18,0.36,0,0,2,0.04,12,0.24,3,0.1765,5,0.2941,0,0,0,0.3333,3,0.1765
benchmarks/snu-npb/nauseous/UA/src/transfer.c(232),53,51,0.03774,0,0,0,0,5,0,0.01515,0,0,0,0,0,130,51,1,3,0,24,47,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.05882,19,0.3725,0,0,1,0.01961,12,0.2353,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.01961,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(84),140,3,0.9786,1,0,0,0.3942,5,2,0.147,0.002882,0.002882,0.2646,0.1065,0.06873,5,2,0,0,0,0,2,0,3,291,134,25,17,0,22,116,82,93,140,49,19,11,0,14,36,57,57,0,0,1,0.3333,0,0,1,0.3333,0,0,11,0.08029,46,0.3358,0,0,10,0.07299,31,0.2263,7,0.1296,24,0.4444,0,0,2,0.3333,8,0.1481
benchmarks/snu-npb/nauseous/UA/src/transfer.c(116),42,12,0.7143,0,0,0,0,5,0,0.3922,0.09804,0.07843,0,0,0,25,10,1,1,0,1,8,5,12,37,27,0,1,0,9,27,10,0,0,0,0,0,0,0,0,0,0,1,0.08333,6,0.5,0,0,1,0.08333,1,0.08333,1,0.03333,9,0.3,0,0,2,0.06667,7,0.2333,0,0,0,0,0,0,0,0.08333,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(132),65,16,0.7538,1,0,0,0.1633,5,1,0.3918,0.1053,0.08772,0.3016,0.3016,0.2222,41,14,4,4,0,0,8,14,19,63,43,1,2,0,17,42,21,0,10,7,0,1,0,2,7,3,3,3,0.1875,7,0.4375,0,0,2,0.125,0,0,2,0.04082,15,0.3061,0,0,5,0.102,12,0.2449,1,0.125,2,0.25,0,0,0,0.125,2,0.25
benchmarks/snu-npb/nauseous/UA/src/transfer.c(144),42,40,0.04762,0,0,0,0,5,0,0.01961,0,0,0,0,0,100,41,0,2,0,17,37,23,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05,15,0.375,0,0,1,0.025,8,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.025,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(93),90,3,0.9667,2,0,0,0.4138,6,1,0.1263,0.005051,0.005051,0.25,0.04762,0.03571,5,2,0,0,0,0,2,0,3,168,83,6,7,0,6,75,27,66,79,37,2,5,0,3,29,18,18,0,0,1,0.3333,0,0,1,0.3333,0,0,6,0.06897,29,0.3333,0,0,6,0.06897,20,0.2299,4,0.1111,14,0.3889,0,0,1,0.3333,7,0.1944
benchmarks/snu-npb/nauseous/UA/src/transfer.c(134),41,39,0.04878,0,0,0,0,6,0,0.02,0,0,0,0,0,98,40,0,2,0,17,36,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.05128,15,0.3846,0,0,1,0.02564,8,0.2051,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02564,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(95),66,6,0.9091,0,0,0,0,7,0,0.4599,0.0219,0.0219,0,0,0,13,6,0,1,0,0,4,3,6,61,56,1,2,0,2,56,5,0,0,0,0,0,0,0,0,0,0,1,0.1667,2,0.3333,0,0,1,0.1667,0,0,2,0.03333,21,0.35,0,0,2,0.03333,16,0.2667,0,0,0,0,0,0,0,0.1667,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(267),1419,1278,0.09937,0,0,0,0,1,31,0.01407,0.006669,0.006039,0,0,0,18739,2723,1448,868,0,12322,1099,16262,1378,36,22,2,12,0,0,22,14,0,0,0,0,0,0,0,0,0,0,129,0.1009,458,0.3584,0,0,38,0.02973,293,0.2293,12,0.08511,5,0.03546,1,0.007092,107,0.7589,9,0.06383,0,0,0,0,0,0,0,0.02973,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(268),1408,1274,0.09517,0,0,0,0,2,30,0.01315,0.006014,0.005428,0,0,0,18511,2714,1385,870,0,12171,1096,16044,1371,32,21,2,9,0,0,21,11,0,0,0,0,0,0,0,0,0,0,130,0.102,456,0.3579,0,0,37,0.02904,293,0.23,9,0.06716,4,0.02985,1,0.007463,104,0.7761,9,0.06716,0,0,0,0,0,0,0,0.02904,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(387),64,3,0.9531,1,0,0,0.918,3,1,0.06818,0.01136,0.01136,0.01258,0,0,5,2,0,0,0,0,2,0,3,159,56,7,7,0,35,49,56,54,157,56,7,7,0,35,49,56,56,0,0,1,0.3333,0,0,1,0.3333,0,0,6,0.09836,21,0.3443,0,0,6,0.09836,13,0.2131,6,0.1071,21,0.375,0,0,1,0.3333,13,0.2321
benchmarks/snu-npb/nauseous/UA/src/transfer.c(413),51,49,0.03922,0,0,0,0,3,0,0.01515,0,0,0,0,0,130,49,2,4,0,26,44,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08163,18,0.3673,0,0,1,0.02041,13,0.2653,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02041,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(399),90,82,0.08889,0,0,0,0,3,2,0.03077,0,0,0,0,0,252,88,8,13,0,55,69,95,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.122,29,0.3537,0,0,3,0.03659,16,0.1951,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.03659,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(436),51,49,0.03922,0,0,0,0,3,0,0.01515,0,0,0,0,0,130,50,1,4,0,26,44,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08163,18,0.3673,0,0,1,0.02041,13,0.2653,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02041,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(422),90,82,0.08889,0,0,0,0,3,2,0.03077,0,0,0,0,0,252,86,10,13,0,55,69,95,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.122,29,0.3537,0,0,3,0.03659,16,0.1951,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.03659,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(459),51,49,0.03922,0,0,0,0,3,0,0.01515,0,0,0,0,0,130,49,2,4,0,26,44,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08163,18,0.3673,0,0,1,0.02041,13,0.2653,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02041,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(445),90,82,0.08889,0,0,0,0,3,2,0.03077,0,0,0,0,0,252,88,8,13,0,55,69,95,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.122,29,0.3537,0,0,3,0.03659,16,0.1951,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.03659,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(482),51,49,0.03922,0,0,0,0,3,0,0.01515,0,0,0,0,0,130,50,1,4,0,26,44,37,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.08163,18,0.3673,0,0,1,0.02041,13,0.2653,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.02041,0,0
benchmarks/snu-npb/nauseous/UA/src/transfer.c(468),90,82,0.08889,0,0,0,0,3,2,0.03077,0,0,0,0,0,252,86,10,13,0,55,69,95,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.122,29,0.3537,0,0,3,0.03659,16,0.1951,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0.03659,0,0
